company,contact,phone,street,city,state,zip,website,notes,detail_url
Scott Cooperative,,620-379-4468,25.30.1,Marienthal,KS,67863,http://www.scottcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Scott Cooperative 620-379-4468 P.O. Box 98 129 N. County Road N Marienthal KS 67863 http://www.scottcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Scott-Cooperative-156
Scott Cooperative,,620-872-5823,12/30/2025,Scott City,KS,67871,http://www.scottcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Scott Cooperative Jason Baker 620-872-5823 P.O. Box 350 410 E. 1st St. Scott City KS 67871 http://www.scottcoop.com Send Scott Cooperative A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Scott-Cooperative-209
The Scoular Company,,785-823-6301,12/30/2025,Salina,KS,67402,http://www.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company TJ Mandl 785-823-6301 Box 1275 Salina KS 67402 http://www.scoular.com Send The Scoular Company A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-206
The Scoular Company,,785-846-7657,25.30.1,Winona,KS,67764,http://www.scoularkansas.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 785-846-7657 P.O. Box 173 1392 US 40 Winona KS 67764 http://www.scoularkansas.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-245
The Scoular Company,,785-392-9024,524 W. 2nd St.,Minneapolis,KS,67467,http://www.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 785-392-9024 524 W. 2nd St. Minneapolis KS 67467 http://www.scoular.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-311
The Scoular Company,,785-890-3639,1632 Main,Goodland,KS,67735,http://www.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 785-890-3639 1632 Main Goodland KS 67735 http://www.scoular.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-103
The Scoular Company,,785-454-3513,25.30.1,Downs,KS,67437,http://www.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 785-454-3513 P.O. Box 96 709 Commercial Street Downs KS 67437 http://www.scoular.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-88
The Scoular Company,,620-232-5800,3708 N. Free Kings Hwy.,Pittsburg,KS,66762,http://www.missouri.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 620-232-5800 3708 N. Free Kings Hwy. Pittsburg KS 66762 http://www.missouri.scoular.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-76
The Scoular Company,,785-392-3011,25.30.1,Minneapolis,KS,67467,http://www.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 785-392-3011 P.O. Box 315 524 W. Second Minneapolis KS 67467 http://www.scoular.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-485
The Scoular Company,,620-376-4615,25.30.1,Tribune,KS,67879,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 620-376-4615 Box 705 516 West Newton Tribune KS 67879 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-460
The Scoular Company,,913-338-1474,"10801 Mastin, Ste 800",Overland Park,KS,66210,http://www.scoular.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 913-338-1474 10801 Mastin, Ste 800 Overland Park KS 66210 http://www.scoular.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-1164
The Scoular Company,,785-823-6301,2880 E. Country Club Road,Salina,KS,67401,www.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 785-823-6301 2880 E. Country Club Road Salina KS 67401 www.scoular.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-1165
The Scoular Company,,620-326-3313,25.30.1,Wellington,KS,67152,http://www.scoular.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 620-326-3313 P.O. Box 428 766 E. 20th St., South Wellington KS 67152 http://www.scoular.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-1056
The Scoular Company,,620-372-8611,25.30.1,Coolidge,KS,67836,http://www.scoular.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 620-372-8611 P.O. Box 126 12501 West Hwy. 50 Coolidge KS 67836 http://www.scoular.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-679
The Scoular Company,,620-933-2440,25.30.1,Pratt,KS,67124,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back The Scoular Company 620-933-2440 P.O. Box 410 10333 NE 30th Pratt KS 67124 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/The-Scoular-Company-1429
Seaboard Foods,,620-593-1573,25.30.1,Rolla,KS,67954,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Seaboard Foods 620-593-1573 Box 470 301 8th Ave. Rolla KS 67954 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Seaboard-Foods-55
Seedburo Equipment Co.,,312-738-3700,2293 South Mt. Prospect Road,Des Plaines,IL,60018,http://www.seedburo.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Seedburo Equipment Co. 312-738-3700 2293 South Mt. Prospect Road Des Plaines IL 60018 http://www.seedburo.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Seedburo-Equipment-Co-10
Shay Grain,,816-531-5320,"4420 Madison Ave., Ste 180",Kansas City,MO,64111,,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Shay Grain 816-531-5320 4420 Madison Ave., Ste 180 Kansas City MO 64111 © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Shay-Grain-64
Skinner Tank Company (STC),,918-387-2481,25.30.1,Yale,OK,74085,http://www.skinnertank.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skinner Tank Company (STC) 918-387-2481 P.O. Box 338 1001 West Chicago Ave. Yale OK 74085 http://www.skinnertank.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skinner-Tank-Company-%28STC%29-291
Skyland Grain LLC,,620-492-6210,115 S. Main St. 1125 W Oklahoma Ave.,Cunningham,KS,67035,www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC Aaron Murphy 620-492-6210 115 S. Main St. 1125 W Oklahoma Ave. Cunningham KS 67035 www.skylandgrain.com Send Skyland Grain LLC A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-125
Skyland Grain LLC,,620-318-6050,115 S. Main 100 Cairo Main St.,Cunningham,KS,67035,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-318-6050 115 S. Main 100 Cairo Main St. Cunningham KS 67035 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-324
Skyland Grain LLC,,620-697-2407,1125 W Oklahoma Ave. 530 Border Ave.,Ulysses,KS,67880,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-697-2407 1125 W Oklahoma Ave. 530 Border Ave. Ulysses KS 67880 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-607
Skyland Grain LLC,,620-318-6080,115 S. Main 265 Penalosa St.,Cunningham,KS,67035,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-318-6080 115 S. Main 265 Penalosa St. Cunningham KS 67035 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-636
Skyland Grain LLC,,620-318-6050,108 W. 5th,Preston,KS,67583,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-318-6050 108 W. 5th Preston KS 67583 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-638
Skyland Grain LLC,,620-598-2210,1125 W Oklahoma Ave. 2366 N Road 20,Ulysses,KS,67880,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-598-2210 1125 W Oklahoma Ave. 2366 N Road 20 Ulysses KS 67880 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-495
Skyland Grain LLC,,620-318-6050,"115 S. Main 215 W. Main St., 67514",Cunningham,KS,67035,http://www.skylandgrain.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-318-6050 115 S. Main 215 W. Main St., 67514 Cunningham KS 67035 http://www.skylandgrain.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-748
Skyland Grain LLC,,620-318-6050,2407 N Hwy 11,Kingman,KS,67068,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-318-6050 2407 N Hwy 11 Kingman KS 67068 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-750
Skyland Grain LLC,,620-318-6050,"115 S. Main 9132 SW 70th St., Zenda, KS 67159",Cunningham,KS,67035,http://www.skylandgrain.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-318-6050 115 S. Main 9132 SW 70th St., Zenda, KS 67159 Cunningham KS 67035 http://www.skylandgrain.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-752
Skyland Grain LLC,,620-298-2011,115 S. Main 308 S. Valley,Cunningham,KS,67035,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-298-2011 115 S. Main 308 S. Valley Cunningham KS 67035 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-753
Skyland Grain LLC,,620-318-6050,115 S. Main 327 NE 70th St.,Cunningham,KS,67035,http://www.cairo.coop,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-318-6050 115 S. Main 327 NE 70th St. Cunningham KS 67035 http://www.cairo.coop © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-757
Skyland Grain LLC,,719-324-5880,25.30.1,Johnson,KS,67855,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 719-324-5880 P.O. Box 280 48985 Hwy 160 Johnson KS 67855 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-1230
Skyland Grain LLC,,620-675-8088,1175 W Oklahoma Ave. 1320 Road 70,Ulysses,KS,67880,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 620-675-8088 1175 W Oklahoma Ave. 1320 Road 70 Ulysses KS 67880 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-1245
Skyland Grain LLC,,670-384-5751,1125 W Oklahoma Ave. 3159 Hwy. 89,Ulysses,KS,67880,http://www.skylandgrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC 670-384-5751 1125 W Oklahoma Ave. 3159 Hwy. 89 Ulysses KS 67880 http://www.skylandgrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC-1259
"Skyland Grain LLC, Hugoton North",,620-357-8733,1125 W Oklahoma Ave. 1182 Road Q,Ulysses,KS,67880,,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Skyland Grain LLC, Hugoton North 620-357-8733 1125 W Oklahoma Ave. 1182 Road Q Ulysses KS 67880 © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Skyland-Grain-LLC,-Hugoton-North-940"
St. Francis Mercantile Equity Exchange,,785-332-2113,12/30/2025,St. Francis,KS,67756,www.stfrancisequity.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back St. Francis Mercantile Equity Exchange Lynn Laten 785-332-2113 P.O. Box 545 414 W Washington St. Francis KS 67756 www.stfrancisequity.com Send St. Francis Mercantile Equity Exchange A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/St-Francis-Mercantile-Equity-Exchange-200
Stafford County Flour Mills Co.,,620-458-4121,108 S. Church Street,Hudson,KS,67545,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Stafford County Flour Mills Co. Reuel Foote 620-458-4121 108 S. Church Street Hudson KS 67545 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Stafford-County-Flour-Mills-Co-370
Stafford County Flour Mills Co.,,620-348-3575,25.30.1,Macksville,KS,67557,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Stafford County Flour Mills Co. 620-348-3575 Box 458 602 N. Main Macksville KS 67557 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Stafford-County-Flour-Mills-Co-842
Steinlite Corp Inc.,,913-367-3945,25.30.1,Atchison,KS,66002,http://www.steinlite.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Steinlite Corp Inc. 913-367-3945 P.O. Box C 1015 Main St. Atchison KS 66002 http://www.steinlite.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Steinlite-Corp-Inc-60
Stinson LLP,,316-265-8800,1625 N Waterfront Pkwy #300,Wichita,KS,67206,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Stinson LLP 316-265-8800 1625 N Waterfront Pkwy #300 Wichita KS 67206 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Stinson-LLP-1534
StoneX Financial Inc. – FCM Division,,816-410-3309,1251 NW Stonebriar Parkway Ste 800,Kansas City,MO,64116,www.stonex.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back StoneX Financial Inc. – FCM Division Ryan Turner 816-410-3309 1251 NW Stonebriar Parkway Ste 800 Kansas City MO 64116 www.stonex.com Send StoneX Financial Inc. – FCM Division A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/StoneX-Financial-Inc-%E2%80%93-FCM-Division-131
Sukup Mfg. Co.,,641-892-4222,1607 Terrace Blvd.,Hampron,IA,50441,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Sukup Mfg. Co. 641-892-4222 1607 Terrace Blvd. Hampron IA 50441 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Sukup-Mfg-Co-1696
"Swindoll, Janzen, Hawk & Loyd, LLC",,316-265-5600,220 W. Douglas Ave. Ste 300,Wichita,KS,67202,www.sjhl.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Swindoll, Janzen, Hawk & Loyd, LLC 316-265-5600 220 W. Douglas Ave. Ste 300 Wichita KS 67202 www.sjhl.com © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Swindoll,-Janzen,-Hawk-&-Loyd,-LLC-1342"
Tallgrass Commodities,,,12/30/2025,Wamego,KS,66547,http://www.tallgrass.us,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Tallgrass Commodities Justin Heim P.O. Box 110 Wamego KS 66547 http://www.tallgrass.us Send Tallgrass Commodities A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Tallgrass-Commodities-1443
